asi_codigo,asi_nombre,asi_creditos
3007295,GESTIÓN DEL TALENTO HUMANO,3
3008912,GESTIÓN ESTRATÉGICA,3
3008911,Gestión Pública,3
3007297,INGENIERÍA ECONÓMICA,3
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3007319,INNOVACIÓN Y GESTIÓN TECNOLÓGICA,3
3007298,INTRODUCCIÓN A LAS FINANZAS CORPORATIVAS,3
3007322,INTRODUCCIÓN AL ANÁLISIS DE DECISIONES,3
3007299,INVERSIONES BAJO RIESGO,3
3007323,INVESTIGACIÓN DE MERCADOS,3
3007324,INVESTIGACIÓN DE OPERACIONES I,3
3007325,INVESTIGACIÓN DE OPERACIONES II,3
3006852,LABORATORIO DE FISICA MODERNA,1
1000002-M,LECTO-ESCRITURA,4
3006760,LEGISLACIÓN LABORAL Y PÚBLICA,3
3006904,LÓGICA MATEMÁTICA,4
3009951,Macroeconomía I,4
3007301,MACROECONOMÍA II,3
3007302,MACROECONOMÍA III,3
1000001-M,MATEMÁTICAS BÁSICAS,4
3006906,MATEMÁTICAS DISCRETAS,4
3006905,MATEMÁTICAS ESPECIALES,4
3007210,MEDICIÓN ECONÓMICA,3
3008662,MERCADEO INTERNACIONAL,3
3007303,MERCADOS FINANCIEROS,3
3006907,MÉTODOS NUMÉRICOS,4
3009743,Microeconomía I,4
3007305,Modelos de valoración de empresas,3
3007844,SEMINARIO DE PROYECTOS EN INGENIERÍA I,3
3007845,SEMINARIO DE PROYECTOS EN INGENIERÍA II,3
3007846,SEMINARIO DE PROYECTOS EN INGENIERÍA III,4
3007331,SIMULACIÓN DE SISTEMAS,3
3007872,SISTEMAS COMPLEJOS,3
3007702,SISTEMAS DE INFORMACIÓN,3
3007332,SISTEMAS LOGÍSTICOS,3
3007333,TEORÍA DE LA GESTIÓN,3
3007304,TEORÍA DE PORTAFOLIOS,3
3007306,TRABAJO DE GRADO,6
3010521,Administración financiera,3
3010522,Administración de ventas,3
3010396,Administración estratégica,3
3010397,Administración pública,3
1000003-M,ÁLGEBRA LINEAL,4
3011067,Blockchain y ambientes empresariales descentralizados,4
1000004-M,CÁLCULO DIFERENCIAL,4
1000006-M,CÁLCULO EN VARIAS VARIABLES,4
1000005-M,CÁLCULO INTEGRAL,4
3007182,COMERCIO MUNDIAL,3
3007368,COMPORTAMIENTO DEL CONSUMIDOR,3
3010507,Contabilidad general y de costos,4
3007307,CURSOS DE POSGRADO,6
3010510,Derecho laboral,3
3010403,Derecho para la admnistración,3
3010404,Desarrollo de habilidades gerenciales,2
3007183,DESARROLLO ECONÓMICO,4
3007311,DINAMICA DE SISTEMAS,3
3007340,Diseño de Experimentos,4
3010405,Diseño organizacional,3
3007287,ECONOMETRÍA,2
3007288,ECONOMÍA COLOMBIANA,3
3007193,ECONOMÍA MATEMÁTICA,3
1000007-M,ECUACIONES DIFERENCIALES,4
3010651,Estadística I,3
3006915,ESTADÍSTICA II,4
3009137,Estadística III,4
3008663,Estimulación de la Demanda,3
3010674,Estrategias de gestión y gerencia de proyectos en ingeniería,3
3010407,Estructuración y evaluación de proyectos de ingeniería,3
1000095,Examen de clasificación en inglés,0
1000017-M,FÍSICA DE ELECTRICIDAD Y MAGNETISMO,4
1000020-M,"FÍSICA DE OSCILACIONES, ONDAS Y ÓPTICA",4
1000019-M,FÍSICA MECÁNICA,4
1000018-M,FÍSICA MODERNA,3
3010523,Formulación y evaluación financiera de proyectos,3
3011020,Fundamentos de analítica,3
3010535,Fundamentos de ciclo de vida para ingeniería,3
3007202,FUNDAMENTOS DE ECONOMÍA,3
3010524,Fundamentos de mercadeo,3
3010435,Fundamentos de programación,3
3010408,Fundamentos de proyectos en ingeniería,3
3008883,Fundamentos de sistemas de información e inteligencia de negocios,3
3010525,Futuros y opciones,3
1000008-M,GEOMETRÍA VECTORIAL Y ANALÍTICA,4
3010499,Gerencia de proyectos,3
3010526,Gestión de distribución,3
3010410,Gestión de procesos,3
3010537,Gestión de proyectos de desarrollo y metodología general ajustada,3
3010500,Gestión del talento humano,3
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3010411,Innovación y gestión tecnológica,3
3010527,Introducción a la estructuración de derivados,3
3010414,Introducción a la ingeniería administrativa,2
3010512,Introducción a las finanzas corporativas,3
3010415,Introducción al análisis de decisiones,3
3010513,Inversiones bajo riesgo,3
3007323,INVESTIGACIÓN DE MERCADOS,3
3007324,INVESTIGACIÓN DE OPERACIONES I,3
3007325,INVESTIGACIÓN DE OPERACIONES II,3
3006852,LABORATORIO DE FISICA MODERNA,1
3008171,LECTO-ESCRITURA,4
1000002-M,LECTO-ESCRITURA,4
3009951,Macroeconomía I,4
3007302,MACROECONOMÍA III,3
3010516,Marca,3
3010517,Marketing digital,3
1000001-M,MATEMÁTICAS BÁSICAS,4
3008170,MATEMÁTICAS BÁSICAS,4
3006906,MATEMÁTICAS DISCRETAS,4
3006905,MATEMÁTICAS ESPECIALES,4
3010518,Matemáticas financieras,3
3007371,ACUEDUCTOS Y ALCANTARILLADOS,3
1000003-M,ÁLGEBRA LINEAL,4
3010454,Ambiente urbano,3
3009002,Análisis de Datos Ambientales,3
3006841,BIOFÍSICA,3
3009004,Biogeoquímica,3
3009417,Biología Evolutiva,3
1000009-M,BIOLOGÍA GENERAL,3
3006828,BIOQUÍMICA,3
3007012,Biorremediación,4
1000004-M,CÁLCULO DIFERENCIAL,4
1000006-M,CÁLCULO EN VARIAS VARIABLES,4
1000005-M,CÁLCULO INTEGRAL,4
3009392,Campo Marino,2
3009006,Climatología,3
3007227,Conflictos Ambientales,3
3009241,Control de Contaminación Urbana,3
3009024,Cultura y Medio Ambiente,3
3009231,Cursos de Posgrado,6
3008231,Derecho Ambiental,3
3007311,DINAMICA DE SISTEMAS,3
3009369,Diseño Ambiental,3
3011012,Ecología General,3
3008665,Ecología Humana,3
3007084,ECONOMÍA Y MEDIO AMBIENTE,3
1000007-M,ECUACIONES DIFERENCIALES,4
3006914,ESTADÍSTICA I,4
3008723,EVALUACIÓN Y VALORACIÓN ECONÓMICA DE IMPACTO AMBIENTAL,3
3008999,Fenómenos Críticos,3
3007814,FENÓMENOS DE TRANSPORTE,4
1000020-M,"FÍSICA DE OSCILACIONES, ONDAS Y ÓPTICA",4
1000019-M,FÍSICA MECÁNICA,4
3007202,FUNDAMENTOS DE ECONOMÍA,3
3009003,Fundamentos de Evaluación Ambiental,3
3010435,Fundamentos de programación,3
3006988,Fundamentos de Sistemas de Información Geográfica,3
3007233,GEOGRAFÍA,3
3010841,Geografía,3
3007093,GEOGRAFÍA AMBIENTAL DE COLOMBIA,3
3007780,Geología Ambiental,3
1000008-M,GEOMETRÍA VECTORIAL Y ANALÍTICA,4
3007709,GEOMORFOLOGÍA,3
3009000,Gestión Ambiental,3
3007382,HIDRÁULICA FLUVIAL,3
3007385,HIDROLOGÍA,3
3007243,Historia de Colombia VI,3
3007389,INGENIERÍA DE PUERTOS Y COSTAS,3
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3008977,Introducción a la Ingeniería Ambiental,2
3007322,INTRODUCCIÓN AL ANÁLISIS DE DECISIONES,3
3006825,LABORATORIO DE QUIMICA GENERAL,2
1000002-M,LECTO-ESCRITURA,4
3009242,Limnología,3
1000001-M,MATEMÁTICAS BÁSICAS,4
3006960,MECÁNICA DE FLUIDOS,4
3008319,Mecánica de Fluidos Ambiental,3
3007465,OCEANOGRAFÍA,3
3009001,Planificación Integral y Ordenamiento del Territorio,3
3006829,QUIMICA GENERAL,3
1000034-M,QUÍMICA ORGÁNICA,3
3008998,Residuos Sólidos,3
3007844,SEMINARIO DE PROYECTOS EN INGENIERÍA I,3
3007845,SEMINARIO DE PROYECTOS EN INGENIERÍA II,3
3007846,SEMINARIO DE PROYECTOS EN INGENIERÍA III,4
3007471,SENSORES REMOTOS,3
3009404,Suelos y Medioambiente,4
3007826,TERMODINÁMICA GENERAL,4
3009230,Trabajo de Grado,6
3009351,Transporte de Contaminantes,4
3007403,TRATAMIENTO DE AGUAS,3
3007371,ACUEDUCTOS Y ALCANTARILLADOS,3
1000003-M,ÁLGEBRA LINEAL,4
3010454,Ambiente urbano,3
3009002,Análisis de Datos Ambientales,3
3009004,Biogeoquímica,3
3009417,Biología Evolutiva,3
1000009-M,BIOLOGÍA GENERAL,3
3007012,Biorremediación,4
1000004-M,CÁLCULO DIFERENCIAL,4
1000006-M,CÁLCULO EN VARIAS VARIABLES,4
1000005-M,CÁLCULO INTEGRAL,4
3009392,Campo Marino,2
3009006,Climatología,3
3007227,Conflictos Ambientales,3
3010455,Contaminación ambiental,4
3009024,Cultura y Medio Ambiente,3
3009231,Cursos de Posgrado,6
3008231,Derecho Ambiental,3
3009369,Diseño Ambiental,3
3011012,Ecología General,3
3010660,Economía de Recursos Naturales y del Medio Ambiente,3
1000007-M,ECUACIONES DIFERENCIALES,4
3010651,Estadística I,3
3010674,Estrategias de gestión y gerencia de proyectos en ingeniería,3
3010407,Estructuración y evaluación de proyectos de ingeniería,3
3007290,EVALUACION ECONÓMICA Y SOCIAL DE PROYECTOS,3
1000095,Examen de clasificación en inglés,0
3008999,Fenómenos Críticos,3
3007814,FENÓMENOS DE TRANSPORTE,4
1000017-M,FÍSICA DE ELECTRICIDAD Y MAGNETISMO,4
1000020-M,"FÍSICA DE OSCILACIONES, ONDAS Y ÓPTICA",4
1000019-M,FÍSICA MECÁNICA,4
3010535,Fundamentos de ciclo de vida para ingeniería,3
3007202,FUNDAMENTOS DE ECONOMÍA,3
3010435,Fundamentos de programación,3
3010408,Fundamentos de proyectos en ingeniería,3
3006988,Fundamentos de Sistemas de Información Geográfica,3
3010459,Geografia fisica y humana,3
3007000,GEOLOGÍA FÍSICA,4
3007466,GEOLOGÍA MARINA,3
1000008-M,GEOMETRÍA VECTORIAL Y ANALÍTICA,4
3007709,GEOMORFOLOGÍA,3
3010444,Gestión de la calidad del aire,3
3010537,Gestión de proyectos de desarrollo y metodología general ajustada,3
3010501,Gestión y evaluación ambiental,3
3007383,HIDRAULICA,3
3007382,HIDRÁULICA FLUVIAL,3
3007385,HIDROLOGÍA,3
3007387,INGENIERÍA DE LOS RECURSOS HIDRÁULICOS,3
3007389,INGENIERÍA DE PUERTOS Y COSTAS,3
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3010446,Introducción a la ingeniería ambiental,3
3009714,Introducción a la modelación ambiental,3
1000002-M,LECTO-ESCRITURA,4
3008171,LECTO-ESCRITURA,4
3009242,Limnología,3
3007050,MANEJO Y CONSERVACIÓN DE SUELOS,3
1000001-M,MATEMÁTICAS BÁSICAS,4
3008170,MATEMÁTICAS BÁSICAS,4
3006960,MECÁNICA DE FLUIDOS,4
3006907,MÉTODOS NUMÉRICOS,4
3009718,Microbiología de rehabilitación de suelos,3
3008596,Microbiología General,3
3007465,OCEANOGRAFÍA,3
3009001,Planificación Integral y Ordenamiento del Territorio,3
3010685,Práctica de Extensión,6
3010439,Proyecto Integrado de Ingeniería,4
3010668,Proyectos de innovación y desarrollo,3
3009721,Química ambiental de suelos,3
3010451,Química atmosférica,3
3006829,QUIMICA GENERAL,3
1000034-M,QUÍMICA ORGÁNICA,3
3007371,ACUEDUCTOS Y ALCANTARILLADOS,3
1000003-M,ÁLGEBRA LINEAL,4
1000004-M,CÁLCULO DIFERENCIAL,4
1000006-M,CÁLCULO EN VARIAS VARIABLES,4
1000005-M,CÁLCULO INTEGRAL,4
3007495,CIMENTACIONES,3
3007404,CONSTRUCCION DE EDIFICACIONES,3
3007496,CONSTRUCCIÓN DE INFRAESTRUCTURA VIAL,3
3007499,Cursos de Posgrado,6
3007500,DIBUJO ASISTIDO POR COMPUTADOR,3
3007408,DISEÑO GEOMÉTRICO DE VÍAS,4
3007375,DISEÑO BASICO DE ESTRUCTURAS DE ACERO,3
3007407,DISEÑO ESTRUCTURAL AVANZADO,3
3007405,DISEÑO ESTRUCTURAL BASICO,4
3007378,DISEÑO SISMO RESISTENTE,3
1000007-M,ECUACIONES DIFERENCIALES,4
3007409,EL AGUA EN EL SUELO,3
3007410,ESTABILIDAD DE LADERAS,3
3006914,ESTADÍSTICA I,4
3007570,FERROCARRILES,3
1000017-M,FÍSICA DE ELECTRICIDAD Y MAGNETISMO,4
1000020-M,"FÍSICA DE OSCILACIONES, ONDAS Y ÓPTICA",4
1000019-M,FÍSICA MECÁNICA,4
3010435,Fundamentos de programación,3
3007380,GEOLOGÍA APLICADA,3
3007381,GEOMATICA DIGITAL,2
1000008-M,GEOMETRÍA VECTORIAL Y ANALÍTICA,4
3007497,GERENCIA Y ADMINISTRACIÓN DE PROYECTOS CIVILES,2
3007383,HIDRAULICA,3
3007382,HIDRÁULICA FLUVIAL,3
3007385,HIDROLOGÍA,3
3007386,HORMIGON PRETENSIONADO,3
3007387,INGENIERÍA DE LOS RECURSOS HIDRÁULICOS,3
3007389,INGENIERÍA DE PUERTOS Y COSTAS,3
3007412,INGENIERÍA DE TRÁNSITO,2
3007388,INGENIERÍA GEOTÉCNICA,3
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3007324,INVESTIGACIÓN DE OPERACIONES I,3
1000002-M,LECTO-ESCRITURA,4
3009152,Mampostería Estructural,3
1000001-M,MATEMÁTICAS BÁSICAS,4
3007390,MATERIALES COMPUESTOS,3
3006960,MECÁNICA DE FLUIDOS,4
3007391,MECANICA DE MATERIALES,3
3007414,MECANICA DE ROCAS,3
3007418,MECÁNICA DE SUELOS Y ROCAS,4
3007415,MECÁNICA ESTRUCTURAL,3
3006907,MÉTODOS NUMÉRICOS,4
3007393,OBRAS HIDRÁULICAS,3
3007416,PAVIMENTOS,4
3007397,PROGRAMACION Y PRESUPUESTOS,2
3007399,PUENTES,3
3007844,SEMINARIO DE PROYECTOS EN INGENIERÍA I,3
3007845,SEMINARIO DE PROYECTOS EN INGENIERÍA II,3
3007846,SEMINARIO DE PROYECTOS EN INGENIERÍA III,4
3007507,SUFICIENCIA IDIOMA FRANCÉS,12
3007400,TÓPICOS DE DISEÑO DE VIAS,3
3007401,TOPOGRAFÍA,3
3007498,Trabajo de Grado,6
3007402,TRANSPORTE URBANO,3
3007371,ACUEDUCTOS Y ALCANTARILLADOS,3
1000003-M,ÁLGEBRA LINEAL,4
1000004-M,CÁLCULO DIFERENCIAL,4
1000006-M,CÁLCULO EN VARIAS VARIABLES,4
1000005-M,CÁLCULO INTEGRAL,4
3007404,CONSTRUCCION DE EDIFICACIONES,3
3007496,CONSTRUCCIÓN DE INFRAESTRUCTURA VIAL,3
3007499,Cursos de Posgrado,6
3007500,DIBUJO ASISTIDO POR COMPUTADOR,3
3007408,DISEÑO GEOMÉTRICO DE VÍAS,4
3007375,DISEÑO BASICO DE ESTRUCTURAS DE ACERO,3
3007407,DISEÑO ESTRUCTURAL AVANZADO,3
3007405,DISEÑO ESTRUCTURAL BASICO,4
3007378,DISEÑO SISMO RESISTENTE,3
1000007-M,ECUACIONES DIFERENCIALES,4
3007409,EL AGUA EN EL SUELO,3
3007410,ESTABILIDAD DE LADERAS,3
3010651,Estadística I,3
3010407,Estructuración y evaluación de proyectos de ingeniería,3
1000095,Examen de clasificación en inglés,0
3007570,FERROCARRILES,3
1000017-M,FÍSICA DE ELECTRICIDAD Y MAGNETISMO,4
1000020-M,"FÍSICA DE OSCILACIONES, ONDAS Y ÓPTICA",4
1000019-M,FÍSICA MECÁNICA,4
3010435,Fundamentos de programación,3
3010408,Fundamentos de proyectos en ingeniería,3
3010460,Geología aplicada,3
3010487,Geomática digital,3
1000008-M,GEOMETRÍA VECTORIAL Y ANALÍTICA,4
3010655,Gerencia y administración de proyectos civiles,3
3007383,HIDRAULICA,3
3007382,HIDRÁULICA FLUVIAL,3
3007385,HIDROLOGÍA,3
3008597,HIDROLOGÍA APLICADA,3
3007386,HORMIGON PRETENSIONADO,3
3007387,INGENIERÍA DE LOS RECURSOS HIDRÁULICOS,3
3007389,INGENIERÍA DE PUERTOS Y COSTAS,3
3010488,Ingeniería de tránsito,3
3010445,Ingeniería geotécnica,4
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3009716,Introducción al análisis matricial de estructuras,3
3008171,LECTO-ESCRITURA,4
1000002-M,LECTO-ESCRITURA,4
3009152,Mampostería Estructural,3
1000001-M,MATEMÁTICAS BÁSICAS,4
3008170,MATEMÁTICAS BÁSICAS,4
3006905,MATEMÁTICAS ESPECIALES,4
3007390,MATERIALES COMPUESTOS,3
3010448,Mecánica Básica,3
3006960,MECÁNICA DE FLUIDOS,4
3010449,Mecánica de materiales,4
3007414,MECANICA DE ROCAS,3
3010447,MECÁNICA DE SUELOS,4
3010450,Mecánica estructural,4
3006907,MÉTODOS NUMÉRICOS,4
3007393,OBRAS HIDRÁULICAS,3
3007416,PAVIMENTOS,4
3010682,Práctica de Extensión,6
3010659,Programación y presupuestos,3
3010439,Proyecto Integrado de Ingeniería,4
3007399,PUENTES,3
1000074-M,Suficiencia en Lengua Extranjera,12
3007506,SUFICIENCIA IDIOMA ALEMÁN,12
3007507,SUFICIENCIA IDIOMA FRANCÉS,12
3007508,SUFICIENCIA IDIOMA INGLÉS,12
3007509,SUFICIENCIA IDIOMA ITALIANO,12
3007510,SUFICIENCIA IDIOMA JAPONÉS,12
3007511,SUFICIENCIA IDIOMA PORTUGUÉS,12
3009126,Técnicas de Ingeniería de Tránsito,3
3007400,TÓPICOS DE DISEÑO DE VIAS,3
3010479,Topografia,4
3007498,Trabajo de Grado,6
1000003-M,ÁLGEBRA LINEAL,4
3006884,ALGEBRA LINEAL APLICADA,4
3007337,ALGEBRA LINEAL NUMÉRICA,3
3007748,ANÁLISIS DE CIRCUITOS ELÉCTRICOS I,3
3007749,ANÁLISIS DE CIRCUITOS ELÉCTRICOS II,3
3007338,AUTOMATIZACIÓN DE PROCESOS,3
3007751,AUTOMATIZACIÓN DE SISTEMAS ELÉCTRICOS,3
3007339,AUTOMATIZACIÓN INTEGRADA,3
3007811,BALANCES DE MATERIA Y ENERGÍA,4
3006841,BIOFÍSICA,3
1000004-M,CÁLCULO DIFERENCIAL,4
1000006-M,CÁLCULO EN VARIAS VARIABLES,4
1000005-M,CÁLCULO INTEGRAL,4
3007341,COMUNICACIONES DIGITALES,3
3007342,CONTROL ADAPTATIVO,3
3007344,CONTROL: ANÁLISIS EN VARIABLES DE ESTADO,3
3009244,Control de Sistemas No Lineales,3
3007343,CONTROL: ENTRADA - SALIDA,3
3007345,CONTROL: ESTRUCTURAS SISO,3
3007348,CONTROL ÓPTIMO,3
3007346,CONTROL PREDICTIVO,3
3007367,CURSOS DE POSGRADO,6
3007340,Diseño de Experimentos,4
1000007-M,ECUACIONES DIFERENCIALES,4
3007349,ELECTRÓNICA ANÁLOGA I,3
3007350,ELECTRÓNICA ANÁLOGA II,3
3007351,ELECTRÓNICA DE POTENCIA,3
3007352,ELECTRÓNICA DIGITAL,3
3007353,ELEMENTOS FINITOS,3
3006914,ESTADÍSTICA I,4
3006915,ESTADÍSTICA II,4
3009137,Estadística III,4
3009238,Estimación de Estado,3
3007814,FENÓMENOS DE TRANSPORTE,4
1000017-M,FÍSICA DE ELECTRICIDAD Y MAGNETISMO,4
1000020-M,"FÍSICA DE OSCILACIONES, ONDAS Y ÓPTICA",4
1000019-M,FÍSICA MECÁNICA,4
1000018-M,FÍSICA MODERNA,3
3010435,Fundamentos de programación,3
3006890,GEOMETRÍA DIFERENCIAL,4
1000008-M,GEOMETRÍA VECTORIAL Y ANALÍTICA,4
3007354,IDENTIFICACIÓN DE SISTEMAS,3
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3007355,INSTRUMENTACIÓN,3
3007356,INSTRUMENTACIÓN Y MEDIDAS,3
3007855,INTELIGENCIA ARTIFICIAL,3
3009272,Introducción al Análisis Multivariado,4
3006852,LABORATORIO DE FISICA MODERNA,1
1000002-M,LECTO-ESCRITURA,4
3007757,MÁQUINAS ELÉCTRICAS I,4
3007758,MÁQUINAS ELÉCTRICAS II,4
1000001-M,MATEMÁTICAS BÁSICAS,4
3006906,MATEMÁTICAS DISCRETAS,4
3006905,MATEMÁTICAS ESPECIALES,4
3006907,MÉTODOS NUMÉRICOS,4
3007435,MODELAMIENTO: ELECTROMECÁNICA,3
3011075,Modelamiento matemático,4
3007357,MODELAMIENTO: PROCESOS,3
3007820,OPERACIONES DE TRANSFERENCIA DE CALOR,4
3007821,OPERACIONES DE TRANSFERENCIA DE CANTIDAD DE MOVIMIENTO,4
3007359,PROCESADORES,3
3007360,PROCESAMIENTO DE SEÑALES,3
3006935,PROCESOS ESTOCÁSTICOS,4
3006829,QUIMICA GENERAL,3
3007858,REDES NEURONALES ARTIFICIALES,3
3007844,SEMINARIO DE PROYECTOS EN INGENIERÍA I,3
3007845,SEMINARIO DE PROYECTOS EN INGENIERÍA II,3
3007846,SEMINARIO DE PROYECTOS EN INGENIERÍA III,4
3007361,SEÑALES Y SISTEMAS LINEALES,3
3009297,Series de Tiempo Univariadas,4
3007446,SIMULACIÓN DE PROCESOS QUÍMICOS,4
3006871,SIMULACIONES,3
1000003-M,ÁLGEBRA LINEAL,4
3006884,ALGEBRA LINEAL APLICADA,4
3010481,Análisis de circuitos eléctricos I,3
3010496,Análisis de circuitos eléctricos ii,3
3010498,Automatización avanzada,3
3010505,Automatización de procesos,3
3010506,Automatización integrada,3
3007811,BALANCES DE MATERIA Y ENERGÍA,4
3007847,BASE DE DATOS I,3
1000009-M,BIOLOGÍA GENERAL,3
1000004-M,CÁLCULO DIFERENCIAL,4
1000006-M,CÁLCULO EN VARIAS VARIABLES,4
1000005-M,CÁLCULO INTEGRAL,4
3007309,CIENCIA DE LOS MATERIALES,3
3010532,Comunicaciones digitales,3
3009671,Comunicaciones inalámbricas y redes de sensores,3
3010399,Control adaptativo,3
3007344,CONTROL: ANÁLISIS EN VARIABLES DE ESTADO,3
3009244,Control de Sistemas No Lineales,3
3010402,Control: entrada-salida,3
3010400,Control estructuras siso,3
3010509,Control óptimo,3
3010401,Control predictivo,3
3007367,CURSOS DE POSGRADO,6
3011012,Ecología General,3
3007187,ECONOMETRÍA I,4
3007188,ECONOMETRÍA II,4
1000007-M,ECUACIONES DIFERENCIALES,4
3010458,Electrónica Análoga I,3
3010457,ELECTRÓNICA ANÁLOGA II,3
3010483,Electrónica digital,3
3010651,Estadística I,3
3006915,ESTADÍSTICA II,4
3010406,Estimación de estado,3
3010674,Estrategias de gestión y gerencia de proyectos en ingeniería,3
3007741,ESTRUCTURA DE DATOS,3
3010407,Estructuración y evaluación de proyectos de ingeniería,3
1000095,Examen de clasificación en inglés,0
3007814,FENÓMENOS DE TRANSPORTE,4
1000017-M,FÍSICA DE ELECTRICIDAD Y MAGNETISMO,4
1000020-M,"FÍSICA DE OSCILACIONES, ONDAS Y ÓPTICA",4
3008953,Física Matemática,4
1000019-M,FÍSICA MECÁNICA,4
3010535,Fundamentos de ciclo de vida para ingeniería,3
3010484,Fundamentos de Electrónica de Potencia,3
3006844,FUNDAMENTOS DE FIBRAS ÓPTICAS,4
3010435,Fundamentos de programación,3
3010408,Fundamentos de proyectos en ingeniería,3
1000008-M,GEOMETRÍA VECTORIAL Y ANALÍTICA,4
3010537,Gestión de proyectos de desarrollo y metodología general ajustada,3
3010436,Gestión del mantenimiento,3
3007354,IDENTIFICACIÓN DE SISTEMAS,3
3007853,INGENIERÍA DE SOFTWARE,3
1000044-M,INGLÉS I,3
1000048-M,INGLÉS I - VIRTUAL,3
1000045-M,INGLÉS II,3
1000049-M,INGLÉS II - VIRTUAL,3
1000046-M,INGLÉS III,3
1000050-M,INGLÉS III - VIRTUAL,3
1000053-M,INGLÉS III Y IV - INTENSIVO,6
1000047-M,INGLÉS IV,3
1000051-M,INGLÉS IV - VIRTUAL,3
3010412,Instrumentación,3
3006850,INSTRUMENTOS ÓPTICOS,4
3009530,Introducción a la Ingeniería de Control,2
3010476,Introducción a la inteligencia artificial,3
3007756,LABORATORIO DE CIRCUITO,1
3010538,Laboratorio de máquinas eléctricas,2
3008171,LECTO-ESCRITURA,4
1000002-M,LECTO-ESCRITURA,4
3010661,Máquinas Eléctricas I,3
3010662,Máquinas Eléctricas II,3
1000001-M,MATEMÁTICAS BÁSICAS,4
3008170,MATEMÁTICAS BÁSICAS,4
3006906,MATEMÁTICAS DISCRETAS,4
3006905,MATEMÁTICAS ESPECIALES,4
3006960,MECÁNICA DE FLUIDOS,4
3006907,MÉTODOS NUMÉRICOS,4
3010489,Modelado de Sistemas Fotovoltaicos,3
3010418,Modelamiento: electromecánica,3
1000003-M,ÁLGEBRA LINEAL,4
3007700,AMBIENTES MINEROS,3
3007701,ANÁLISIS DE ESTRUCTURAS GEOLÓGICAS,3
3007483,BALANCES DE MATERIA Y ENERGÍA EN PROCESOS METALÚRGICOS,3
3007724,BENEFICIO DE MINERALES,3
3006841,BIOFÍSICA,3
1000004-M,CÁLCULO DIFERENCIAL,4
1000006-M,CÁLCULO EN VARIAS VARIABLES,4
1000005-M,CÁLCULO INTEGRAL,4
3007309,CIENCIA DE LOS MATERIALES,3
3007723,CIERRE DE MINAS,3
3007481,Cursos de Posgrado,6
3006567,DISCIPLINAR-033,4
3009300,Diseño y Dimensionamiento de Equipos de Minería,3
3007704,ECONOMÍA DE MINAS,3
1000007-M,ECUACIONES DIFERENCIALES,4
3007484,ELECTROMETALURGIA Y CORROSIÓN,3
3006914,ESTADÍSTICA I,4
3009224,Ética en la Profesionalización de Ingenieros,3
3007705,Explotación de Minerales para la Industria de la Construcción,3
